"Materials Table.  Posted Version 12.7, 8-Feb-2012",,,,,,,,,Added cost calculation,,,,
Material ID,Material,Supplier,Category,Table Price,Unit 1,Unit 2,C1,C2,Size1,Size2,Calc Value,Modified,Comments
706,"Wheel Shells, 13"" Outer, 1"" Wide, Kodiak, Alum.",Kodiak,Wheel, $85.00 ,unit,,,,,,,3-Aug-09,Aluminum.  Kodiak Part Number O13106
707,"Wheel Shells, 13"" Outer, 1.5"" Wide, Kodiak, Alum.",Kodiak,Wheel, $91.50 ,unit,,,,,,,3-Aug-09,Aluminum.  Kodiak Part Number O131506
708,"Wheel Shells, 13"" Outer, 2"" Wide, Kodiak, Alum.",Kodiak,Wheel, $91.50 ,unit,,,,,,,3-Aug-09,Aluminum.  Kodiak Part Number O13206
709,"Wheel Shells, 13"", 3 Piece, Jongbloed, Alum.",Jongbloed,Wheel, $287.50 ,unit,,,,,,,8-Mar-09,"Wheel comes with solid center,  no machining for hub attachment"
710,"Wheel Shells, 13"", 3 Piece, Jongbloed, Magnesium",Jongbloed,Wheel, $287.50 ,unit,,,,,,,8-Mar-09,"Wheel comes with solid center,  no machining for hub attachment"
711,"Wheel Shells, 13"", 3 Piece, Keizer, Aluminum",Keizer,Wheel, $82.50 ,unit,,,,,,,17-Mar-09,Wheel shells include inner & outer rim but no center
712,"Wheel Shells, 13"", 3 Piece, Weld, Aluminum",Weld,Wheel, $114.00 ,unit,,,,,,,3-Aug-09,Includes  Inner (P850-3478) and Outer (P851-3318)
713,Wheel Weights (and Balancing),Any,Wheel, $4.00 ,unit,,,,,,,,"Includes weights, balancing and installation labor for wheel weight"
714,"Wheel, 10"", 1 Piece OEM, Aluminum",Any,Wheel, $77.50 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
715,"Wheel, 10"", 1 Piece OEM, Magnesium",Any,Wheel, $108.00 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
716,"Wheel, 10"", 1 Piece OEM, Steel",Any,Wheel, $40.00 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
717,"Wheel, 10"", 1 Piece, Carbon Fiber, Purchased",Any,Wheel, AIR ,unit,,,,,,,,Please submit Add Item Request
718,"Wheel, 10"", 1 Piece, Carbon Fiber, Student Made",Student Built,Wheel, $-   ,unit,,,,,,,,
719,"Wheel, 10"", 2 Piece, HiPer Racing, Carbon-plastic, Tec 3, Inner Half",HiPer Racing,Wheel, $22.50 ,unit,,,,,,,31-Mar-10,
720,"Wheel, 10"", 2 Piece, HiPer Racing, Carbon-plastic, CF1, Inner Half",HiPer Racing,Wheel, $37.50 ,unit,,,,,,,31-Mar-10,
721,"Wheel, 10"", 3 Piece, Keizer, Aluminum",Keizer,Wheel, $77.50 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
722,"Wheel, 13"", 1 Piece OEM, Aluminum",Any,Wheel, $115.00 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
723,"Wheel, 13"", 1 Piece OEM, Magnesium",Any,Wheel, $161.00 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
724,"Wheel, 13"", 1 Piece OEM, Steel",Any,Wheel, $50.00 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
725,"Wheel, 13"", 1 Piece, Orbital 861, Aluminum",Orbital,Wheel, $80.00 ,unit,,,,,,,7-May-11,
726,"Wheel, 13"", 1 Piece, Carbon Fiber, Purchased",Any,Wheel, AIR ,unit,,,,,,,,Please submit Add Item Request
727,"Wheel, 13"", 1 Piece, Carbon Fiber, Student Made",Student Built,Wheel, $-   ,unit,,,,,,,,
728,"Wheel, 13"", 1 Piece, Compomotive XR1380",Compomotive,Wheel, $94.00 ,unit,,,,,,,23-May-10,
729,"Wheel, 13"", 1 Piece, Braid, Formrace, Aluminum, Model 16, 7"" Wide",Braid,Wheel, s ,unit,,,,,,,9-May-10,
730,"Wheel, 13"", 1 Piece, Watanabe, Magnesium, 6-Spoke, Widths 8-9.5",Watanabe,Wheel, $235.00 ,unit,,,,,,,18-Apr-10,
731,"Wheel, 13"", 1 Piece, Watanabe, Magnesium, 6-Spoke, Widths 10-12",Watanabe,Wheel, $250.00 ,unit,,,,,,,18-Apr-10,
732,"Wheel, 13"", 1 Piece, Volk  TE37, Aluminum",Volk,Wheel, $200.00 ,unit,,,,,,,,
733,"Wheel, 13"", 2 Piece, Braid, Formrace, Aluminum, Model 16, 6"" Wide",Braid,Wheel, $96.50 ,unit,,,,,,,9-May-10,
734,"Wheel, 13"", 3 Piece, Bogar RT-4, Aluminum",Bogar,Wheel, $150.00 ,unit,,,,,,,1-Mar-09,
735,"Wheel, 13"", 3 Piece, Jongbloed, Aluminum",Jongbloed,Wheel, $287.50 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
736,"Wheel, 13"", 3 Piece, Jongbloed, Magnesium",Jongbloed,Wheel, $287.50 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
737,"Wheel, 13"", 3 Piece, Keizer, Aluminum",Keizer,Wheel, $115.00 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
738,"Wheel, 13"", 3 Piece, Keizer, Magnesium",Keizer,Wheel, $140.00 ,unit,,,,,,,,"Wheel comes with solid center,  no machining for hub attachment"
739,"Wheel, 13"", 3 Piece, Weld, Aluminum",Weld,Wheel, $201.50 ,unit,,,,,,,8-Mar-09,"Includes center (P613-7096), Inner (P850-3478) and Outer (P851-3318)"
740,"Wheel, 13"", BBS, Magnesium, Cast, R-RE-325",BBS,Wheel, $340.00 ,unit,,,,,,,1-Mar-09,
741,"Wheel, 13"", Magnesium, BBS, Forged",BBS,Wheel, AIR ,unit,,,,,,,,Please submit Add Item Request
742,"Wheel, 15"", 1 Piece OEM, Aluminum",Any,Wheel, $140.00 ,unit,,,,,,,,
743,"Wheel, 15"", 1 Piece OEM, Magnesium",Any,Wheel, $196.00 ,unit,,,,,,,,
744,"Wheel, 15"", 1 Piece OEM, Steel",Any,Wheel, $60.00 ,unit,,,,,,,,
745,"Wheel, 15"", 1 Piece, Carbon Fiber, Purchased",,Wheel, AIR ,unit,,,,,,,,
746,"Wheel, 15"", 1 Piece, Carbon Fiber, Student Made",Student Built,Wheel, $-   ,unit,,,,,,,,
747,Aluminum Metal Matrix Composite (per kg),Any,Raw Material (per kg), $33.00 ,kg,,,,,,,29-Sep-09,
748,"Aluminum, Normal (per kg)",Any,Raw Material (per kg), $4.20 ,kg,,,,,,,29-Sep-09,"e.g. 2024, 6061, A356, A380"
749,"Aluminum, Premium (per kg)",Any,Raw Material (per kg), $4.20 ,kg,,,,,,,29-Sep-09,e.g. 7075
750,Brass (per kg),Any,Raw Material (per kg), $2.20 ,kg,,,,,,,29-Sep-09,
751,Bronze (per kg),Any,Raw Material (per kg), $2.20 ,kg,,,,,,,29-Sep-09,
752,Copper (per kg),Any,Raw Material (per kg), $2.20 ,kg,,,,,,,29-Sep-09,
753,"Foam, Expanding, Non-Structural (per kg)",Any,Raw Material (per kg), $15.00 ,kg,,,,,,,29-Sep-09,Expanding foam such as is used for seats.  Not to be used as core in a composite sandwhich panel.
754,Iron (per kg),Any,Raw Material (per kg), $1.00 ,kg,,,,,,,29-Sep-09,
755,Magnesium (per kg),Any,Raw Material (per kg), $6.00 ,kg,,,,,,,29-Sep-09,
756,Nickel (per kg),Any,Raw Material (per kg), $2.20 ,kg,,,,,,,29-Sep-09,
757,"Plastic, ABS (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,"PVC, Thermoplastic"
758,"Plastic, Acetal (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,"Delrin, Turcite, Acetal Copolymer"
759,"Plastic, Acrylic (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,"Extruded, Cast"
760,"Plastic, Flouropolymers (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,"Teflon® PTFE, PTFE (polytetrafluoroethylene), ETFE (ethylene tetrafluoroethylene), PFA (perfluoroalkoxy fluorocarbon), CTFE (chlorotrifluoroethylene), PVDF (Kynar), ECTFE (Halar), FEP (fluorinated ethylene-propylene), Rulon®"
761,"Plastic, Garolite (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,"Industrial Laminates, Phenolics, Thermosets"
762,"Plastic, Nylon (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,"Nylon 6/6, Nylon 6/12"
763,"Plastic, PEEK (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,
764,"Plastic, Polycarbonate (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,
765,"Plastic, Polyethelene (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,"LDPE (low density polyethylene), UHMW (ultra high molecular weight), HDPE (high density polyethylene), VHMW (very high molecular weight)"
766,"Plastic, Polyoxymethylene (POM) (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,Delrin
767,"Plastic, Polypropolene (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,
768,"Plastic, PVC (per kg)",Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,"Type I, Type II, CPVC, Expanded Rigid PVC"
769,Rubber (per kg),Any,Raw Material (per kg), $3.30 ,kg,,,,,,,29-Sep-09,
770,"Steel, Alloy (per kg)",Any,Raw Material (per kg), $2.25 ,kg,,,,,,,29-Sep-09,"e.g. 4130, Chrome Moly, etc."
771,"Steel, Mild (per kg)",Any,Raw Material (per kg), $2.25 ,kg,,,,,,,29-Sep-09,"e.g. 1010, 1025 etc."
772,"Steel, Stainless (per kg)",Any,Raw Material (per kg), $2.25 ,kg,,,,,,,29-Sep-09,
773,Titanium (per kg),Any,Raw Material (per kg), $22.00 ,kg,,,,,,,29-Sep-09,e.g. Ti6Al4V
